geo,TIME_PERIOD,Passengers_Mil_KM,km_railways,population,GDP_Capita,area,cars_per_capita,fuel_price,passengers_per_capita,passengers_per_km_rail,rail_density,pop_density,gdp_per_km_rail
Estonia,2018,417.0,1161.0,1319133.0,20970.0,45227.0,563.0,1.33234,316.11672211975593,359173.1266149871,0.02567050655581843,29.166935680014152,18.06201550387597
Estonia,2019,392.0,1167.0,1324820.0,21650.0,45227.0,598.0,1.339204081632653,295.8892528796365,335904.0274207369,0.025803170672385963,29.292679151834083,18.55184233076264
Estonia,2020,263.0,1167.0,1328889.0,20960.0,45227.0,608.0,1.25316,197.9096824490232,225364.18166238218,0.025803170672385963,29.382647533552966,17.960582690659812
Estonia,2021,290.0,1167.0,1330068.0,22670.0,45227.0,620.0,1.4264897959183673,218.0339651807276,248500.42844901458,0.025803170672385963,29.408716032458486,19.425878320479864
Estonia,2022,382.0,1175.0,1331796.0,22370.0,45227.0,622.0,1.851137254901961,286.83071581533505,325106.3829787234,0.02598005616114268,29.446923298029937,19.038297872340426
Estonia,2023,408.0,1171.0,1365884.0,21210.0,45227.0,630.0,1.716596153846154,298.7076501372005,348420.1537147737,0.025891613416764322,30.200632365622305,18.11272416737831
Estonia,2024,385.0,1171.0,1374687.0,21060.0,45227.0,635.0,1.6737735849056603,280.0637526942497,328778.82152006833,0.025891613416764322,30.395272735312975,17.98462852263023
Finland,2004,3352.0,5741.0,5219732.0,39720.0,338440.0,448.0,,642.1785639569234,583870.4058526389,0.016963124926131664,15.422916912894458,6.918655286535447
Finland,2005,3478.0,5732.0,5236611.0,40680.0,338440.0,462.0,1.2169655102040817,664.1700137741757,606769.0160502442,0.016936532324784304,15.472789859354686,7.096999302163294
Finland,2006,3540.0,5905.0,5255580.0,42150.0,338440.0,475.0,1.287404693877551,673.5698058064,599491.9559695174,0.017447701217350196,15.52883819879447,7.1380186282811176
Finland,2007,3778.0,5899.0,5276955.0,44210.0,338440.0,485.0,1.2983773469387756,715.94319072268,640447.5334802509,0.017429972816451957,15.591995626994445,7.494490591625699
Finland,2008,4052.0,5919.0,5300484.0,44350.0,338440.0,507.0,1.4456232653061223,764.4584909604481,684575.097144788,0.01748906748611275,15.661517551116889,7.492819733063017
Finland,2009,3876.0,5919.0,5326314.0,40570.0,338440.0,519.0,1.2772444,727.7077543682178,654840.3446528129,0.01748906748611275,15.737838316983808,6.854198344314918
Finland,2010,3959.0,5919.0,5351427.0,41660.0,338440.0,535.0,1.4260102040816327,739.8026731935239,668862.9836120966,0.01748906748611275,15.812040538943387,7.038351072816354
Finland,2011,3882.0,5944.0,5375276.0,42460.0,338440.0,551.0,1.5597993877551022,722.1954742416948,653095.5585464333,0.017562935823188748,15.882507977780405,7.143337819650068
Finland,2012,4035.0,5944.0,5401267.0,41620.0,338440.0,560.0,1.670734693877551,747.0469428746995,678835.800807537,0.017562935823188748,15.959304455738092,7.0020188425302825
Finland,2013,4053.0,5944.0,5426674.0,41020.0,338440.0,570.0,1.64302,746.866312588521,681864.064602961,0.017562935823188748,16.034375369341685,6.901076716016151
Finland,2014,3874.0,5944.0,5451270.0,40650.0,338440.0,580.0,1.6073265306122448,710.6600847142042,651749.6635262449,0.017562935823188748,16.107049994090534,6.8388290713324364
Finland,2015,4114.0,5923.0,5471753.0,40700.0,338440.0,590.0,1.4680816326530615,751.8614235693753,694580.4490967415,0.017500886420044912,16.167571800023637,6.871517811919635
Finland,2016,3868.0,5926.0,5487308.0,41640.0,338440.0,604.0,1.38084,704.8993787117472,652716.841039487,0.017509750620494032,16.213532679352323,7.026662166722916
