STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TRANSPORT_MODE,Transport mode,PRICE_BASE,Price base,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,CURRENCY,Currency
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,1996,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,1996,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,1997,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,1997,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,1998,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,1998,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,1999,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,1999,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2000,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2000,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2001,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2001,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2002,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2002,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2003,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2003,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2004,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2004,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2005,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2005,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2006,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2006,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2007,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2007,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2008,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2008,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2009,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2009,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2010,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2010,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2011,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2011,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2012,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2012,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2013,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2013,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2014,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2014,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2015,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2015,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2016,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2016,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2017,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2017,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2018,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2018,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2019,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2019,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2020,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2020,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2021,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2021,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2022,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2022,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2023,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2023,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,ISL,Iceland,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2024,,,,M,Missing value; data cannot exist,,,0,Units,0,Zero,,
