DATAFLOW,REF_AREA,FREQ,MEASURE,UNIT_MEASURE,TRANSPORT_MODE,PRICE_BASE,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_STATUS2,UNIT_MULT,DECIMALS,CURRENCY
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),AUT,A,CV,EUR,MAR,Q,1995,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),AUT,A,CV,EUR,MAR,Q,1996,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),AUT,A,CV,EUR,MAR,Q,1997,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),AUT,A,CV,EUR,MAR,Q,1998,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),AUT,A,CV,EUR,MAR,Q,1999,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),AUT,A,CV,EUR,MAR,Q,2000,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),AUT,A,CV,EUR,MAR,Q,2001,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),AUT,A,CV,EUR,MAR,Q,2002,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),AUT,A,CV,EUR,MAR,Q,2003,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),AUT,A,CV,EUR,MAR,Q,2004,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),AUT,A,CV,EUR,MAR,Q,2005,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),AUT,A,CV,EUR,MAR,Q,2006,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),AUT,A,CV,EUR,MAR,Q,2007,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),AUT,A,CV,EUR,MAR,Q,2008,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),AUT,A,CV,EUR,MAR,Q,2009,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),AUT,A,CV,EUR,MAR,Q,2010,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),AUT,A,CV,EUR,MAR,Q,2011,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),AUT,A,CV,EUR,MAR,Q,2012,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),AUT,A,CV,EUR,MAR,Q,2013,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),AUT,A,CV,EUR,MAR,Q,2014,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),AUT,A,CV,EUR,MAR,Q,2015,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),AUT,A,CV,EUR,MAR,Q,2016,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),AUT,A,CV,EUR,MAR,Q,2017,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),AUT,A,CV,EUR,MAR,Q,2018,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),AUT,A,CV,EUR,MAR,Q,2019,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),AUT,A,CV,EUR,MAR,Q,2020,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),AUT,A,CV,EUR,MAR,Q,2021,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),AUT,A,CV,EUR,MAR,Q,2022,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),AUT,A,CV,EUR,MAR,Q,2023,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),AUT,A,CV,EUR,MAR,Q,2024,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CZE,A,CV,EUR,MAR,Q,1995,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CZE,A,CV,EUR,MAR,Q,1996,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CZE,A,CV,EUR,MAR,Q,1997,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CZE,A,CV,EUR,MAR,Q,1998,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CZE,A,CV,EUR,MAR,Q,1999,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CZE,A,CV,EUR,MAR,Q,2000,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CZE,A,CV,EUR,MAR,Q,2001,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CZE,A,CV,EUR,MAR,Q,2002,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CZE,A,CV,EUR,MAR,Q,2003,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CZE,A,CV,EUR,MAR,Q,2004,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CZE,A,CV,EUR,MAR,Q,2005,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CZE,A,CV,EUR,MAR,Q,2006,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CZE,A,CV,EUR,MAR,Q,2007,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CZE,A,CV,EUR,MAR,Q,2008,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CZE,A,CV,EUR,MAR,Q,2009,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CZE,A,CV,EUR,MAR,Q,2010,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CZE,A,CV,EUR,MAR,Q,2011,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CZE,A,CV,EUR,MAR,Q,2012,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CZE,A,CV,EUR,MAR,Q,2013,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CZE,A,CV,EUR,MAR,Q,2014,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CZE,A,CV,EUR,MAR,Q,2015,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CZE,A,CV,EUR,MAR,Q,2016,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CZE,A,CV,EUR,MAR,Q,2017,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CZE,A,CV,EUR,MAR,Q,2018,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CZE,A,CV,EUR,MAR,Q,2019,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CZE,A,CV,EUR,MAR,Q,2020,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CZE,A,CV,EUR,MAR,Q,2021,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CZE,A,CV,EUR,MAR,Q,2022,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CZE,A,CV,EUR,MAR,Q,2023,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CZE,A,CV,EUR,MAR,Q,2024,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),HUN,A,CV,EUR,MAR,Q,1995,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),HUN,A,CV,EUR,MAR,Q,1996,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),HUN,A,CV,EUR,MAR,Q,1997,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),HUN,A,CV,EUR,MAR,Q,1998,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),HUN,A,CV,EUR,MAR,Q,1999,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),HUN,A,CV,EUR,MAR,Q,2000,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),HUN,A,CV,EUR,MAR,Q,2001,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),HUN,A,CV,EUR,MAR,Q,2002,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),HUN,A,CV,EUR,MAR,Q,2003,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),HUN,A,CV,EUR,MAR,Q,2004,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),HUN,A,CV,EUR,MAR,Q,2005,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),HUN,A,CV,EUR,MAR,Q,2006,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),HUN,A,CV,EUR,MAR,Q,2007,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),HUN,A,CV,EUR,MAR,Q,2008,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),HUN,A,CV,EUR,MAR,Q,2009,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),HUN,A,CV,EUR,MAR,Q,2010,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),HUN,A,CV,EUR,MAR,Q,2011,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),HUN,A,CV,EUR,MAR,Q,2012,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),HUN,A,CV,EUR,MAR,Q,2013,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),HUN,A,CV,EUR,MAR,Q,2014,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),HUN,A,CV,EUR,MAR,Q,2015,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),HUN,A,CV,EUR,MAR,Q,2016,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),HUN,A,CV,EUR,MAR,Q,2017,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),HUN,A,CV,EUR,MAR,Q,2018,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),HUN,A,CV,EUR,MAR,Q,2019,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),HUN,A,CV,EUR,MAR,Q,2020,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),HUN,A,CV,EUR,MAR,Q,2021,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),HUN,A,CV,EUR,MAR,Q,2022,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),HUN,A,CV,EUR,MAR,Q,2023,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),HUN,A,CV,EUR,MAR,Q,2024,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LUX,A,CV,EUR,MAR,Q,1995,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LUX,A,CV,EUR,MAR,Q,1996,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LUX,A,CV,EUR,MAR,Q,1997,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LUX,A,CV,EUR,MAR,Q,1998,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LUX,A,CV,EUR,MAR,Q,1999,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LUX,A,CV,EUR,MAR,Q,2000,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LUX,A,CV,EUR,MAR,Q,2001,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LUX,A,CV,EUR,MAR,Q,2002,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LUX,A,CV,EUR,MAR,Q,2003,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LUX,A,CV,EUR,MAR,Q,2004,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LUX,A,CV,EUR,MAR,Q,2005,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LUX,A,CV,EUR,MAR,Q,2006,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LUX,A,CV,EUR,MAR,Q,2007,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LUX,A,CV,EUR,MAR,Q,2008,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LUX,A,CV,EUR,MAR,Q,2009,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LUX,A,CV,EUR,MAR,Q,2010,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LUX,A,CV,EUR,MAR,Q,2011,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LUX,A,CV,EUR,MAR,Q,2012,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LUX,A,CV,EUR,MAR,Q,2013,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LUX,A,CV,EUR,MAR,Q,2014,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LUX,A,CV,EUR,MAR,Q,2015,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LUX,A,CV,EUR,MAR,Q,2016,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LUX,A,CV,EUR,MAR,Q,2017,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LUX,A,CV,EUR,MAR,Q,2018,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LUX,A,CV,EUR,MAR,Q,2019,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LUX,A,CV,EUR,MAR,Q,2020,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LUX,A,CV,EUR,MAR,Q,2021,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LUX,A,CV,EUR,MAR,Q,2022,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LUX,A,CV,EUR,MAR,Q,2023,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LUX,A,CV,EUR,MAR,Q,2024,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SVK,A,CV,EUR,MAR,Q,1995,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SVK,A,CV,EUR,MAR,Q,1996,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SVK,A,CV,EUR,MAR,Q,1997,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SVK,A,CV,EUR,MAR,Q,1998,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SVK,A,CV,EUR,MAR,Q,1999,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SVK,A,CV,EUR,MAR,Q,2000,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SVK,A,CV,EUR,MAR,Q,2001,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SVK,A,CV,EUR,MAR,Q,2002,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SVK,A,CV,EUR,MAR,Q,2003,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SVK,A,CV,EUR,MAR,Q,2004,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SVK,A,CV,EUR,MAR,Q,2005,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SVK,A,CV,EUR,MAR,Q,2006,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SVK,A,CV,EUR,MAR,Q,2007,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SVK,A,CV,EUR,MAR,Q,2008,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SVK,A,CV,EUR,MAR,Q,2009,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SVK,A,CV,EUR,MAR,Q,2010,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SVK,A,CV,EUR,MAR,Q,2011,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SVK,A,CV,EUR,MAR,Q,2012,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SVK,A,CV,EUR,MAR,Q,2013,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SVK,A,CV,EUR,MAR,Q,2014,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SVK,A,CV,EUR,MAR,Q,2015,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SVK,A,CV,EUR,MAR,Q,2016,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SVK,A,CV,EUR,MAR,Q,2017,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SVK,A,CV,EUR,MAR,Q,2018,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SVK,A,CV,EUR,MAR,Q,2019,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SVK,A,CV,EUR,MAR,Q,2020,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SVK,A,CV,EUR,MAR,Q,2021,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SVK,A,CV,EUR,MAR,Q,2022,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SVK,A,CV,EUR,MAR,Q,2023,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SVK,A,CV,EUR,MAR,Q,2024,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CHE,A,CV,EUR,MAR,Q,1995,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CHE,A,CV,EUR,MAR,Q,1996,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CHE,A,CV,EUR,MAR,Q,1997,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CHE,A,CV,EUR,MAR,Q,1998,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CHE,A,CV,EUR,MAR,Q,1999,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CHE,A,CV,EUR,MAR,Q,2000,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CHE,A,CV,EUR,MAR,Q,2001,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CHE,A,CV,EUR,MAR,Q,2002,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CHE,A,CV,EUR,MAR,Q,2003,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CHE,A,CV,EUR,MAR,Q,2004,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CHE,A,CV,EUR,MAR,Q,2005,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CHE,A,CV,EUR,MAR,Q,2006,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CHE,A,CV,EUR,MAR,Q,2007,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CHE,A,CV,EUR,MAR,Q,2008,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CHE,A,CV,EUR,MAR,Q,2009,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CHE,A,CV,EUR,MAR,Q,2010,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CHE,A,CV,EUR,MAR,Q,2011,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CHE,A,CV,EUR,MAR,Q,2012,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CHE,A,CV,EUR,MAR,Q,2013,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CHE,A,CV,EUR,MAR,Q,2014,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CHE,A,CV,EUR,MAR,Q,2015,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CHE,A,CV,EUR,MAR,Q,2016,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CHE,A,CV,EUR,MAR,Q,2017,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CHE,A,CV,EUR,MAR,Q,2018,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CHE,A,CV,EUR,MAR,Q,2019,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CHE,A,CV,EUR,MAR,Q,2020,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CHE,A,CV,EUR,MAR,Q,2021,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CHE,A,CV,EUR,MAR,Q,2022,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CHE,A,CV,EUR,MAR,Q,2023,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),CHE,A,CV,EUR,MAR,Q,2024,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),ARM,A,CV,EUR,MAR,Q,1995,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),ARM,A,CV,EUR,MAR,Q,1996,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),ARM,A,CV,EUR,MAR,Q,1997,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),ARM,A,CV,EUR,MAR,Q,1998,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),ARM,A,CV,EUR,MAR,Q,1999,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),ARM,A,CV,EUR,MAR,Q,2000,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),ARM,A,CV,EUR,MAR,Q,2001,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),ARM,A,CV,EUR,MAR,Q,2002,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),ARM,A,CV,EUR,MAR,Q,2003,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),ARM,A,CV,EUR,MAR,Q,2004,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),ARM,A,CV,EUR,MAR,Q,2005,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),ARM,A,CV,EUR,MAR,Q,2006,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),ARM,A,CV,EUR,MAR,Q,2007,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),ARM,A,CV,EUR,MAR,Q,2008,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),ARM,A,CV,EUR,MAR,Q,2009,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),ARM,A,CV,EUR,MAR,Q,2010,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),ARM,A,CV,EUR,MAR,Q,2011,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),ARM,A,CV,EUR,MAR,Q,2012,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),ARM,A,CV,EUR,MAR,Q,2013,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),ARM,A,CV,EUR,MAR,Q,2014,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),ARM,A,CV,EUR,MAR,Q,2015,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),ARM,A,CV,EUR,MAR,Q,2016,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),ARM,A,CV,EUR,MAR,Q,2017,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),ARM,A,CV,EUR,MAR,Q,2018,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),ARM,A,CV,EUR,MAR,Q,2019,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),ARM,A,CV,EUR,MAR,Q,2020,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),ARM,A,CV,EUR,MAR,Q,2021,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),ARM,A,CV,EUR,MAR,Q,2022,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),ARM,A,CV,EUR,MAR,Q,2023,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),ARM,A,CV,EUR,MAR,Q,2024,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,CV,EUR,MAR,Q,1995,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,CV,EUR,MAR,Q,1996,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,CV,EUR,MAR,Q,1997,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,CV,EUR,MAR,Q,1998,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,CV,EUR,MAR,Q,1999,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,CV,EUR,MAR,Q,2000,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,CV,EUR,MAR,Q,2001,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,CV,EUR,MAR,Q,2002,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,CV,EUR,MAR,Q,2003,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,CV,EUR,MAR,Q,2004,,M,,0,0,
