DATAFLOW,REF_AREA,FREQ,MEASURE,UNIT_MEASURE,TRANSPORT_MODE,PRICE_BASE,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_STATUS2,UNIT_MULT,DECIMALS,CURRENCY
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),MKD,A,MNT,EUR,MAR,Q,2008,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),MKD,A,MNT,EUR,MAR,Q,2009,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),MKD,A,MNT,EUR,MAR,Q,2010,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),MKD,A,MNT,EUR,MAR,Q,2011,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),MKD,A,MNT,EUR,MAR,Q,2012,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),MKD,A,MNT,EUR,MAR,Q,2013,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),MKD,A,MNT,EUR,MAR,Q,2014,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),MKD,A,MNT,EUR,MAR,Q,2015,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),MKD,A,MNT,EUR,MAR,Q,2016,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),MKD,A,MNT,EUR,MAR,Q,2017,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),MKD,A,MNT,EUR,MAR,Q,2018,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),MKD,A,MNT,EUR,MAR,Q,2019,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),MKD,A,MNT,EUR,MAR,Q,2020,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),MKD,A,MNT,EUR,MAR,Q,2021,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),MKD,A,MNT,EUR,MAR,Q,2022,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),MKD,A,MNT,EUR,MAR,Q,2023,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),MKD,A,MNT,EUR,MAR,Q,2024,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SRB,A,MNT,EUR,MAR,Q,1995,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SRB,A,MNT,EUR,MAR,Q,1996,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SRB,A,MNT,EUR,MAR,Q,1997,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SRB,A,MNT,EUR,MAR,Q,1998,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SRB,A,MNT,EUR,MAR,Q,1999,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SRB,A,MNT,EUR,MAR,Q,2000,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SRB,A,MNT,EUR,MAR,Q,2001,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SRB,A,MNT,EUR,MAR,Q,2002,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SRB,A,MNT,EUR,MAR,Q,2003,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SRB,A,MNT,EUR,MAR,Q,2004,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SRB,A,MNT,EUR,MAR,Q,2005,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SRB,A,MNT,EUR,MAR,Q,2006,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SRB,A,MNT,EUR,MAR,Q,2007,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SRB,A,MNT,EUR,MAR,Q,2008,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SRB,A,MNT,EUR,MAR,Q,2009,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SRB,A,MNT,EUR,MAR,Q,2010,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SRB,A,MNT,EUR,MAR,Q,2011,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SRB,A,MNT,EUR,MAR,Q,2012,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SRB,A,MNT,EUR,MAR,Q,2013,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SRB,A,MNT,EUR,MAR,Q,2014,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SRB,A,MNT,EUR,MAR,Q,2015,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SRB,A,MNT,EUR,MAR,Q,2016,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SRB,A,MNT,EUR,MAR,Q,2017,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SRB,A,MNT,EUR,MAR,Q,2018,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SRB,A,MNT,EUR,MAR,Q,2019,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SRB,A,MNT,EUR,MAR,Q,2020,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SRB,A,MNT,EUR,MAR,Q,2021,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SRB,A,MNT,EUR,MAR,Q,2022,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SRB,A,MNT,EUR,MAR,Q,2023,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),SRB,A,MNT,EUR,MAR,Q,2024,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,MNT,EUR,AIR,Q,1995,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,MNT,EUR,AIR,Q,1996,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,MNT,EUR,AIR,Q,1997,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,MNT,EUR,AIR,Q,1998,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,MNT,EUR,AIR,Q,1999,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,MNT,EUR,AIR,Q,2000,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,MNT,EUR,AIR,Q,2001,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,MNT,EUR,AIR,Q,2002,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,MNT,EUR,AIR,Q,2003,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,MNT,EUR,AIR,Q,2004,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,MNT,EUR,AIR,Q,2005,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,MNT,EUR,AIR,Q,2006,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,MNT,EUR,AIR,Q,2007,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,MNT,EUR,AIR,Q,2008,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,MNT,EUR,AIR,Q,2009,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,MNT,EUR,AIR,Q,2010,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,MNT,EUR,AIR,Q,2011,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,MNT,EUR,AIR,Q,2012,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,MNT,EUR,AIR,Q,2013,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,MNT,EUR,AIR,Q,2014,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,MNT,EUR,AIR,Q,2015,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,MNT,EUR,AIR,Q,2016,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,MNT,EUR,AIR,Q,2017,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,MNT,EUR,AIR,Q,2018,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,MNT,EUR,AIR,Q,2019,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,MNT,EUR,AIR,Q,2020,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,MNT,EUR,AIR,Q,2021,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,MNT,EUR,AIR,Q,2022,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,MNT,EUR,AIR,Q,2023,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,MNT,EUR,AIR,Q,2024,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,CV,EUR,AIR,Q,1995,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,CV,EUR,AIR,Q,1996,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,CV,EUR,AIR,Q,1997,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,CV,EUR,AIR,Q,1998,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,CV,EUR,AIR,Q,1999,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,CV,EUR,AIR,Q,2000,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,CV,EUR,AIR,Q,2001,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,CV,EUR,AIR,Q,2002,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,CV,EUR,AIR,Q,2003,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,CV,EUR,AIR,Q,2004,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,CV,EUR,AIR,Q,2005,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,CV,EUR,AIR,Q,2006,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,CV,EUR,AIR,Q,2007,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,CV,EUR,AIR,Q,2008,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,CV,EUR,AIR,Q,2009,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,CV,EUR,AIR,Q,2010,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,CV,EUR,AIR,Q,2011,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,CV,EUR,AIR,Q,2012,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,CV,EUR,AIR,Q,2013,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,CV,EUR,AIR,Q,2014,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,CV,EUR,AIR,Q,2015,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,CV,EUR,AIR,Q,2016,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,CV,EUR,AIR,Q,2017,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,CV,EUR,AIR,Q,2018,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,CV,EUR,AIR,Q,2019,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,CV,EUR,AIR,Q,2020,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,CV,EUR,AIR,Q,2021,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,CV,EUR,AIR,Q,2022,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,CV,EUR,AIR,Q,2023,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,CV,EUR,AIR,Q,2024,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,INV,EUR,AIR,Q,1995,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,INV,EUR,AIR,Q,1996,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,INV,EUR,AIR,Q,1997,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,INV,EUR,AIR,Q,1998,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,INV,EUR,AIR,Q,1999,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,INV,EUR,AIR,Q,2000,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,INV,EUR,AIR,Q,2001,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,INV,EUR,AIR,Q,2002,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,INV,EUR,AIR,Q,2003,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,INV,EUR,AIR,Q,2004,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,INV,EUR,AIR,Q,2005,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,INV,EUR,AIR,Q,2006,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,INV,EUR,AIR,Q,2007,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,INV,EUR,AIR,Q,2008,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,INV,EUR,AIR,Q,2009,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,INV,EUR,AIR,Q,2010,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,INV,EUR,AIR,Q,2011,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,INV,EUR,AIR,Q,2012,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,INV,EUR,AIR,Q,2013,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,INV,EUR,AIR,Q,2014,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,INV,EUR,AIR,Q,2015,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,INV,EUR,AIR,Q,2016,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,INV,EUR,AIR,Q,2017,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,INV,EUR,AIR,Q,2018,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,INV,EUR,AIR,Q,2019,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,INV,EUR,AIR,Q,2020,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,INV,EUR,AIR,Q,2021,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,INV,EUR,AIR,Q,2022,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,INV,EUR,AIR,Q,2023,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),LIE,A,INV,EUR,AIR,Q,2024,,M,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,MNT,EUR,AIR,Q,2009,74797858.51,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,MNT,EUR,MAR,Q,2009,99142964.15,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,MNT,EUR,MAR,Q,2010,66537112.92,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,MNT,EUR,AIR,Q,2010,91039668.79,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,MNT,EUR,AIR,Q,2011,90615803.15,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,MNT,EUR,MAR,Q,2011,49555517.35,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,MNT,EUR,MAR,Q,2012,133603048.8,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,MNT,EUR,AIR,Q,2012,97428478.64,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,MNT,EUR,AIR,Q,2013,101077505.8,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,MNT,EUR,MAR,Q,2013,133181363.8,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,MNT,EUR,MAR,Q,2014,136249182,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,MNT,EUR,AIR,Q,2014,111362945.1,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,MNT,EUR,AIR,Q,2015,115400000,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,MNT,EUR,MAR,Q,2015,149555568.7,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,MNT,EUR,MAR,Q,2016,152802146.3,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,MNT,EUR,AIR,Q,2016,102732482.6,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,MNT,EUR,AIR,Q,2017,104531999.5,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,MNT,EUR,MAR,Q,2017,164093232.9,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,MNT,EUR,MAR,Q,2018,173957740.6,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,MNT,EUR,AIR,Q,2018,109316395.6,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,MNT,EUR,AIR,Q,2019,127118644.1,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,MNT,EUR,MAR,Q,2019,166710104,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,MNT,EUR,MAR,Q,2020,205721324.7,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,MNT,EUR,AIR,Q,2020,121441916.7,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,MNT,EUR,AIR,Q,2021,109665346.6,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,MNT,EUR,MAR,Q,2021,151033987.6,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,MNT,EUR,MAR,Q,2022,139378845.2,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,MNT,EUR,AIR,Q,2022,111151165.6,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,MNT,EUR,AIR,Q,2023,120936603,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,MNT,EUR,MAR,Q,2023,139116588,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,MNT,EUR,MAR,Q,2024,152599295.3,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,MNT,EUR,AIR,Q,2024,128552862.1,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,INV,EUR,AIR,Q,2009,120403622,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,INV,EUR,MAR,Q,2009,519949767.6,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,INV,EUR,MAR,Q,2010,566093532.2,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,INV,EUR,AIR,Q,2010,166131553.4,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,INV,EUR,AIR,Q,2011,161712800.5,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,INV,EUR,MAR,Q,2011,547133365,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,INV,EUR,MAR,Q,2012,668221585.8,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,INV,EUR,AIR,Q,2012,187869662.3,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,INV,EUR,TOT_INL,Q,2012,6548124436,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,INV,EUR,TOT_INL,Q,2013,5891788982,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,INV,EUR,AIR,Q,2013,127082883.6,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,INV,EUR,MAR,Q,2013,276736472.3,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,INV,EUR,MAR,Q,2014,172686152.7,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,INV,EUR,AIR,Q,2014,298668550.5,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,INV,EUR,TOT_INL,Q,2014,5979600256,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,INV,EUR,TOT_INL,Q,2015,5600834954,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,INV,EUR,AIR,Q,2015,146200000,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,INV,EUR,MAR,Q,2015,238000000,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,INV,EUR,MAR,Q,2016,213522414.8,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,INV,EUR,AIR,Q,2016,252701763.6,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,INV,EUR,TOT_INL,Q,2016,5145516796,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,INV,EUR,TOT_INL,Q,2017,5907358358,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,INV,EUR,AIR,Q,2017,362442727.2,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,INV,EUR,MAR,Q,2017,285264895.8,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,INV,EUR,MAR,Q,2018,508886669.1,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,INV,EUR,AIR,Q,2018,377895470.9,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,INV,EUR,TOT_INL,Q,2018,5719048153,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,INV,EUR,TOT_INL,Q,2019,5769450231,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,INV,EUR,AIR,Q,2019,551400147.4,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,INV,EUR,MAR,Q,2019,419123065.6,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,INV,EUR,MAR,Q,2020,312305381.5,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,INV,EUR,AIR,Q,2020,532659266.6,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,INV,EUR,TOT_INL,Q,2020,6080748265,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,INV,EUR,TOT_INL,Q,2021,6032159891,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,INV,EUR,AIR,Q,2021,224030636.7,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,INV,EUR,MAR,Q,2021,267200487.4,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,INV,EUR,MAR,Q,2022,303412641.2,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,INV,EUR,AIR,Q,2022,189708002.9,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,INV,EUR,TOT_INL,Q,2022,5154735216,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,INV,EUR,TOT_INL,Q,2023,5794070619,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,INV,EUR,AIR,Q,2023,365876936.1,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,INV,EUR,MAR,Q,2023,277721583.5,E,,0,0,
OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),NLD,A,INV,EUR,MAR,Q,2024,260216897.4,E,,0,0,
